problem_type,x,y,question,solution
lcm,893,649,What is the LCM of 893 and 649 mod 1000?,557
multiplication,516,379,What is 516 times 379 mod 1000?,564
gcd,729,36,What is the GCD of 729 and 36?,9
bitwise_xor,6,670,What is 6 XOR 670?,664
bitwise_and,385,742,What is 385 AND 742?,128
multiplication,376,687,What is 376 times 687 mod 1000?,312
bitwise_or,201,408,What is 201 OR 408?,473
gcd,893,868,What is the GCD of 893 and 868?,1
multiplication,727,888,What is 727 times 888 mod 1000?,576
bitwise_or,448,633,What is 448 OR 633?,1017
division,956,41,What is 956 // 41?,23
division,990,287,What is 990 // 287?,3
gcd,470,470,What is the GCD of 470 and 470?,470
gcd,849,145,What is the GCD of 849 and 145?,1
addition,98,909,What is 98 plus 909?,1007
lcm,446,475,What is the LCM of 446 and 475 mod 1000?,850
lcm,186,71,What is the LCM of 186 and 71 mod 1000?,206
addition,832,198,What is 832 plus 198?,1030
multiplication,904,732,What is 904 times 732 mod 1000?,728
bitwise_and,561,455,What is 561 AND 455?,1
addition,438,483,What is 438 plus 483?,921
bitwise_or,806,647,What is 806 OR 647?,935
modulo,921,918,What is 921 mod 918?,3
bitwise_and,259,647,What is 259 AND 647?,3
bitwise_xor,130,173,What is 130 XOR 173?,47
bitwise_xor,742,896,What is 742 XOR 896?,358
modulo,595,9,What is 595 mod 9?,1
bitwise_and,639,154,What is 639 AND 154?,26
modulo,930,534,What is 930 mod 534?,396
square_mod,796,235,What is 796^2 mod 235?,56
bitwise_and,962,811,What is 962 AND 811?,770
bitwise_or,811,8,What is 811 OR 8?,811
bitwise_or,734,565,What is 734 OR 565?,767
gcd,349,850,What is the GCD of 349 and 850?,1
division,940,323,What is 940 // 323?,2
square_mod,917,422,What is 917^2 mod 422?,265
square_mod,836,389,What is 836^2 mod 389?,252
division,669,270,What is 669 // 270?,2
lcm,965,939,What is the LCM of 965 and 939 mod 1000?,135
addition,565,374,What is 565 plus 374?,939
multiplication,546,472,What is 546 times 472 mod 1000?,712
bitwise_or,961,938,What is 961 OR 938?,1003
square_mod,902,706,What is 902^2 mod 706?,292
lcm,276,890,What is the LCM of 276 and 890 mod 1000?,820
gcd,591,217,What is the GCD of 591 and 217?,1
bitwise_or,165,925,What is 165 OR 925?,957
multiplication,194,929,What is 194 times 929 mod 1000?,226
division,980,816,What is 980 // 816?,1
division,124,98,What is 124 // 98?,1
modulo,651,509,What is 651 mod 509?,142
multiplication,944,522,What is 944 times 522 mod 1000?,768
multiplication,522,536,What is 522 times 536 mod 1000?,792
bitwise_xor,15,476,What is 15 XOR 476?,467
bitwise_xor,712,667,What is 712 XOR 667?,83
square_mod,870,347,What is 870^2 mod 347?,93
gcd,99,963,What is the GCD of 99 and 963?,9
square_mod,788,785,What is 788^2 mod 785?,9
gcd,646,254,What is the GCD of 646 and 254?,2
multiplication,836,448,What is 836 times 448 mod 1000?,528
bitwise_or,47,270,What is 47 OR 270?,303
gcd,391,848,What is the GCD of 391 and 848?,1
gcd,510,278,What is the GCD of 510 and 278?,2
gcd,722,800,What is the GCD of 722 and 800?,2
gcd,588,311,What is the GCD of 588 and 311?,1
bitwise_or,788,726,What is 788 OR 726?,982
bitwise_and,51,602,What is 51 AND 602?,18
bitwise_and,499,476,What is 499 AND 476?,464
gcd,784,589,What is the GCD of 784 and 589?,1
addition,123,858,What is 123 plus 858?,981
bitwise_xor,367,234,What is 367 XOR 234?,389
gcd,841,192,What is the GCD of 841 and 192?,1
gcd,594,290,What is the GCD of 594 and 290?,2
bitwise_or,692,669,What is 692 OR 669?,701
bitwise_or,913,587,What is 913 OR 587?,987
bitwise_xor,990,872,What is 990 XOR 872?,182
lcm,440,176,What is the LCM of 440 and 176 mod 1000?,880
division,758,689,What is 758 // 689?,1
bitwise_xor,532,973,What is 532 XOR 973?,473
lcm,866,638,What is the LCM of 866 and 638 mod 1000?,254
multiplication,637,404,What is 637 times 404 mod 1000?,348
gcd,476,434,What is the GCD of 476 and 434?,14
bitwise_and,778,34,What is 778 AND 34?,2
division,972,367,What is 972 // 367?,2
lcm,994,457,What is the LCM of 994 and 457 mod 1000?,258
bitwise_xor,484,50,What is 484 XOR 50?,470
addition,88,262,What is 88 plus 262?,350
addition,624,512,What is 624 plus 512?,1136
lcm,613,70,What is the LCM of 613 and 70 mod 1000?,910
square_mod,974,168,What is 974^2 mod 168?,148
bitwise_or,190,640,What is 190 OR 640?,702
gcd,442,414,What is the GCD of 442 and 414?,2
multiplication,727,218,What is 727 times 218 mod 1000?,486
gcd,546,927,What is the GCD of 546 and 927?,3
multiplication,224,1,What is 224 times 1 mod 1000?,224
addition,327,15,What is 327 plus 15?,342
bitwise_xor,513,953,What is 513 XOR 953?,440
division,821,704,What is 821 // 704?,1
bitwise_xor,827,635,What is 827 XOR 635?,320
bitwise_xor,959,323,What is 959 XOR 323?,764
bitwise_and,252,441,What is 252 AND 441?,184
multiplication,375,298,What is 375 times 298 mod 1000?,750
bitwise_xor,335,628,What is 335 XOR 628?,827
bitwise_xor,337,609,What is 337 XOR 609?,816
modulo,883,753,What is 883 mod 753?,130
lcm,34,404,What is the LCM of 34 and 404 mod 1000?,868
addition,263,644,What is 263 plus 644?,907
bitwise_or,415,524,What is 415 OR 524?,927
division,591,565,What is 591 // 565?,1
square_mod,823,360,What is 823^2 mod 360?,169
multiplication,175,658,What is 175 times 658 mod 1000?,150
square_mod,521,249,What is 521^2 mod 249?,31
bitwise_and,57,210,What is 57 AND 210?,16
bitwise_xor,70,7,What is 70 XOR 7?,65
bitwise_xor,330,174,What is 330 XOR 174?,484
addition,851,85,What is 851 plus 85?,936
multiplication,706,403,What is 706 times 403 mod 1000?,518
lcm,949,921,What is the LCM of 949 and 921 mod 1000?,29
bitwise_or,848,460,What is 848 OR 460?,988
lcm,529,345,What is the LCM of 529 and 345 mod 1000?,935
bitwise_xor,22,981,What is 22 XOR 981?,963
bitwise_xor,629,720,What is 629 XOR 720?,165
gcd,435,934,What is the GCD of 435 and 934?,1
gcd,906,490,What is the GCD of 906 and 490?,2
multiplication,312,349,What is 312 times 349 mod 1000?,888
bitwise_xor,780,937,What is 780 XOR 937?,165
division,650,474,What is 650 // 474?,1
square_mod,834,472,What is 834^2 mod 472?,300
lcm,101,416,What is the LCM of 101 and 416 mod 1000?,16
gcd,511,518,What is the GCD of 511 and 518?,7
lcm,798,954,What is the LCM of 798 and 954 mod 1000?,882
division,931,506,What is 931 // 506?,1
bitwise_and,30,464,What is 30 AND 464?,16
division,672,550,What is 672 // 550?,1
gcd,850,221,What is the GCD of 850 and 221?,17
modulo,497,185,What is 497 mod 185?,127
modulo,898,878,What is 898 mod 878?,20
gcd,116,390,What is the GCD of 116 and 390?,2
bitwise_or,824,572,What is 824 OR 572?,828
square_mod,899,401,What is 899^2 mod 401?,186
gcd,826,631,What is the GCD of 826 and 631?,1
square_mod,413,167,What is 413^2 mod 167?,62
bitwise_xor,811,791,What is 811 XOR 791?,60
division,759,130,What is 759 // 130?,5
bitwise_or,39,580,What is 39 OR 580?,615
bitwise_or,537,678,What is 537 OR 678?,703
multiplication,965,428,What is 965 times 428 mod 1000?,20
bitwise_or,311,945,What is 311 OR 945?,951
addition,698,836,What is 698 plus 836?,1534
bitwise_and,592,928,What is 592 AND 928?,512
bitwise_and,397,130,What is 397 AND 130?,128
bitwise_and,242,672,What is 242 AND 672?,160
lcm,589,861,What is the LCM of 589 and 861 mod 1000?,129
modulo,869,248,What is 869 mod 248?,125
bitwise_xor,979,404,What is 979 XOR 404?,583
gcd,215,716,What is the GCD of 215 and 716?,1
modulo,438,375,What is 438 mod 375?,63
bitwise_or,178,458,What is 178 OR 458?,506
bitwise_xor,464,445,What is 464 XOR 445?,109
multiplication,471,771,What is 471 times 771 mod 1000?,141
square_mod,145,30,What is 145^2 mod 30?,25
multiplication,950,547,What is 950 times 547 mod 1000?,650
bitwise_xor,614,496,What is 614 XOR 496?,918
bitwise_xor,730,941,What is 730 XOR 941?,375
lcm,906,935,What is the LCM of 906 and 935 mod 1000?,110
division,759,577,What is 759 // 577?,1
gcd,691,326,What is the GCD of 691 and 326?,1
addition,780,102,What is 780 plus 102?,882
modulo,758,432,What is 758 mod 432?,326
gcd,597,720,What is the GCD of 597 and 720?,3
square_mod,498,421,What is 498^2 mod 421?,35
multiplication,128,658,What is 128 times 658 mod 1000?,224
division,836,43,What is 836 // 43?,19
multiplication,660,795,What is 660 times 795 mod 1000?,700
multiplication,222,98,What is 222 times 98 mod 1000?,756
lcm,640,552,What is the LCM of 640 and 552 mod 1000?,160
modulo,630,493,What is 630 mod 493?,137
addition,55,401,What is 55 plus 401?,456
division,960,92,What is 960 // 92?,10
modulo,536,74,What is 536 mod 74?,18
square_mod,622,406,What is 622^2 mod 406?,372
division,745,54,What is 745 // 54?,13
bitwise_or,728,503,What is 728 OR 503?,1023
square_mod,262,131,What is 262^2 mod 131?,0
bitwise_or,339,150,What is 339 OR 150?,471
bitwise_xor,854,80,What is 854 XOR 80?,774
lcm,354,285,What is the LCM of 354 and 285 mod 1000?,630
bitwise_or,885,737,What is 885 OR 737?,1013
modulo,355,261,What is 355 mod 261?,94
modulo,702,325,What is 702 mod 325?,52
modulo,172,167,What is 172 mod 167?,5
multiplication,225,816,What is 225 times 816 mod 1000?,600
multiplication,855,939,What is 855 times 939 mod 1000?,845
square_mod,726,526,What is 726^2 mod 526?,24
lcm,675,401,What is the LCM of 675 and 401 mod 1000?,675
bitwise_and,126,457,What is 126 AND 457?,72
bitwise_or,513,633,What is 513 OR 633?,633
bitwise_xor,668,322,What is 668 XOR 322?,990
lcm,846,777,What is the LCM of 846 and 777 mod 1000?,114
gcd,207,138,What is the GCD of 207 and 138?,69
bitwise_or,841,496,What is 841 OR 496?,1017
bitwise_xor,585,910,What is 585 XOR 910?,455
modulo,610,75,What is 610 mod 75?,10
gcd,934,195,What is the GCD of 934 and 195?,1
addition,260,437,What is 260 plus 437?,697
gcd,127,860,What is the GCD of 127 and 860?,1
division,49,2,What is 49 // 2?,24
bitwise_or,109,729,What is 109 OR 729?,765
bitwise_and,353,635,What is 353 AND 635?,97
multiplication,878,260,What is 878 times 260 mod 1000?,280
bitwise_xor,182,730,What is 182 XOR 730?,620
division,993,678,What is 993 // 678?,1
addition,332,473,What is 332 plus 473?,805
bitwise_xor,40,84,What is 40 XOR 84?,124
bitwise_xor,624,273,What is 624 XOR 273?,865
lcm,620,954,What is the LCM of 620 and 954 mod 1000?,740
addition,636,113,What is 636 plus 113?,749
square_mod,882,658,What is 882^2 mod 658?,168
modulo,803,151,What is 803 mod 151?,48
division,509,290,What is 509 // 290?,1
bitwise_and,246,622,What is 246 AND 622?,102
multiplication,442,346,What is 442 times 346 mod 1000?,932
division,729,601,What is 729 // 601?,1
lcm,454,760,What is the LCM of 454 and 760 mod 1000?,520
lcm,751,112,What is the LCM of 751 and 112 mod 1000?,112
gcd,111,341,What is the GCD of 111 and 341?,1
bitwise_and,195,966,What is 195 AND 966?,194
lcm,899,387,What is the LCM of 899 and 387 mod 1000?,913
lcm,55,486,What is the LCM of 55 and 486 mod 1000?,730
bitwise_or,688,589,What is 688 OR 589?,765
bitwise_or,250,795,What is 250 OR 795?,1019
multiplication,44,285,What is 44 times 285 mod 1000?,540
square_mod,528,451,What is 528^2 mod 451?,66
multiplication,33,619,What is 33 times 619 mod 1000?,427
gcd,428,483,What is the GCD of 428 and 483?,1
bitwise_xor,735,4,What is 735 XOR 4?,731
bitwise_and,774,982,What is 774 AND 982?,774
bitwise_xor,836,540,What is 836 XOR 540?,344
bitwise_and,822,757,What is 822 AND 757?,564
bitwise_and,395,452,What is 395 AND 452?,384
multiplication,725,836,What is 725 times 836 mod 1000?,100
addition,881,453,What is 881 plus 453?,1334
bitwise_or,467,571,What is 467 OR 571?,1019
bitwise_and,455,603,What is 455 AND 603?,67
bitwise_or,372,592,What is 372 OR 592?,884
square_mod,288,74,What is 288^2 mod 74?,64
bitwise_or,424,964,What is 424 OR 964?,1004
modulo,120,22,What is 120 mod 22?,10
bitwise_or,317,91,What is 317 OR 91?,383
bitwise_xor,673,853,What is 673 XOR 853?,500
multiplication,408,277,What is 408 times 277 mod 1000?,16
gcd,899,151,What is the GCD of 899 and 151?,1
gcd,376,197,What is the GCD of 376 and 197?,1
bitwise_xor,234,987,What is 234 XOR 987?,817
bitwise_and,552,188,What is 552 AND 188?,40
addition,560,547,What is 560 plus 547?,1107
division,776,613,What is 776 // 613?,1
addition,739,251,What is 739 plus 251?,990
bitwise_or,995,561,What is 995 OR 561?,1011
bitwise_xor,618,826,What is 618 XOR 826?,336
lcm,143,212,What is the LCM of 143 and 212 mod 1000?,316
bitwise_or,739,973,What is 739 OR 973?,1007
division,616,245,What is 616 // 245?,2
division,796,585,What is 796 // 585?,1
gcd,248,711,What is the GCD of 248 and 711?,1
square_mod,902,11,What is 902^2 mod 11?,0
division,924,572,What is 924 // 572?,1
lcm,569,316,What is the LCM of 569 and 316 mod 1000?,804
lcm,37,161,What is the LCM of 37 and 161 mod 1000?,957
addition,930,930,What is 930 plus 930?,1860
square_mod,463,172,What is 463^2 mod 172?,57
lcm,828,184,What is the LCM of 828 and 184 mod 1000?,656
division,546,56,What is 546 // 56?,9
bitwise_or,774,754,What is 774 OR 754?,1014
bitwise_or,949,980,What is 949 OR 980?,1013
addition,719,933,What is 719 plus 933?,1652
addition,291,873,What is 291 plus 873?,1164
bitwise_xor,704,634,What is 704 XOR 634?,186
gcd,417,712,What is the GCD of 417 and 712?,1
division,681,581,What is 681 // 581?,1
gcd,838,827,What is the GCD of 838 and 827?,1
division,873,27,What is 873 // 27?,32
square_mod,402,355,What is 402^2 mod 355?,79
addition,787,618,What is 787 plus 618?,1405
multiplication,704,48,What is 704 times 48 mod 1000?,792
addition,792,368,What is 792 plus 368?,1160
bitwise_or,631,567,What is 631 OR 567?,631
bitwise_xor,947,687,What is 947 XOR 687?,284
multiplication,997,746,What is 997 times 746 mod 1000?,762
addition,68,299,What is 68 plus 299?,367
lcm,985,277,What is the LCM of 985 and 277 mod 1000?,845
modulo,937,535,What is 937 mod 535?,402
square_mod,955,737,What is 955^2 mod 737?,356
division,583,494,What is 583 // 494?,1
gcd,196,6,What is the GCD of 196 and 6?,2
bitwise_xor,802,914,What is 802 XOR 914?,176
addition,747,765,What is 747 plus 765?,1512
bitwise_and,237,732,What is 237 AND 732?,204
addition,321,219,What is 321 plus 219?,540
bitwise_or,245,968,What is 245 OR 968?,1021
square_mod,360,254,What is 360^2 mod 254?,60
division,393,2,What is 393 // 2?,196
bitwise_or,783,584,What is 783 OR 584?,847
multiplication,489,151,What is 489 times 151 mod 1000?,839
addition,287,253,What is 287 plus 253?,540
gcd,179,899,What is the GCD of 179 and 899?,1
bitwise_or,799,90,What is 799 OR 90?,863
addition,345,91,What is 345 plus 91?,436
addition,806,572,What is 806 plus 572?,1378
division,619,280,What is 619 // 280?,2
bitwise_xor,204,101,What is 204 XOR 101?,169
bitwise_xor,369,871,What is 369 XOR 871?,534
modulo,937,480,What is 937 mod 480?,457
square_mod,325,210,What is 325^2 mod 210?,205
addition,538,679,What is 538 plus 679?,1217
bitwise_or,793,833,What is 793 OR 833?,857
lcm,923,544,What is the LCM of 923 and 544 mod 1000?,112
gcd,543,422,What is the GCD of 543 and 422?,1
modulo,572,541,What is 572 mod 541?,31
gcd,264,485,What is the GCD of 264 and 485?,1
square_mod,299,171,What is 299^2 mod 171?,139
multiplication,114,957,What is 114 times 957 mod 1000?,98
division,857,154,What is 857 // 154?,5
bitwise_xor,475,722,What is 475 XOR 722?,777
lcm,282,872,What is the LCM of 282 and 872 mod 1000?,952
addition,283,457,What is 283 plus 457?,740
bitwise_or,176,48,What is 176 OR 48?,176
bitwise_or,707,354,What is 707 OR 354?,995
modulo,531,526,What is 531 mod 526?,5
lcm,905,556,What is the LCM of 905 and 556 mod 1000?,180
addition,781,578,What is 781 plus 578?,1359
division,63,38,What is 63 // 38?,1
division,879,446,What is 879 // 446?,1
addition,871,771,What is 871 plus 771?,1642
bitwise_or,418,641,What is 418 OR 641?,931
addition,375,591,What is 375 plus 591?,966
modulo,164,96,What is 164 mod 96?,68
square_mod,738,154,What is 738^2 mod 154?,100
square_mod,935,582,What is 935^2 mod 582?,61
division,853,11,What is 853 // 11?,77
bitwise_or,698,383,What is 698 OR 383?,1023
lcm,137,211,What is the LCM of 137 and 211 mod 1000?,907
modulo,888,851,What is 888 mod 851?,37
gcd,276,948,What is the GCD of 276 and 948?,12
square_mod,359,303,What is 359^2 mod 303?,106
square_mod,519,229,What is 519^2 mod 229?,57
gcd,313,819,What is the GCD of 313 and 819?,1
square_mod,110,46,What is 110^2 mod 46?,2
bitwise_xor,349,593,What is 349 XOR 593?,780
bitwise_or,984,542,What is 984 OR 542?,990
addition,414,403,What is 414 plus 403?,817
multiplication,530,618,What is 530 times 618 mod 1000?,540
multiplication,498,568,What is 498 times 568 mod 1000?,864
addition,129,449,What is 129 plus 449?,578
bitwise_xor,824,422,What is 824 XOR 422?,670
addition,685,292,What is 685 plus 292?,977
modulo,925,386,What is 925 mod 386?,153
lcm,232,503,What is the LCM of 232 and 503 mod 1000?,696
square_mod,989,754,What is 989^2 mod 754?,183
modulo,768,723,What is 768 mod 723?,45
bitwise_and,266,27,What is 266 AND 27?,10
bitwise_xor,377,922,What is 377 XOR 922?,739
square_mod,980,629,What is 980^2 mod 629?,546
gcd,417,948,What is the GCD of 417 and 948?,3
addition,486,617,What is 486 plus 617?,1103
lcm,907,508,What is the LCM of 907 and 508 mod 1000?,756
addition,297,640,What is 297 plus 640?,937
addition,822,314,What is 822 plus 314?,1136
square_mod,793,458,What is 793^2 mod 458?,15
addition,263,624,What is 263 plus 624?,887
bitwise_or,421,88,What is 421 OR 88?,509
modulo,825,216,What is 825 mod 216?,177
bitwise_xor,473,275,What is 473 XOR 275?,202
modulo,993,154,What is 993 mod 154?,69
lcm,516,508,What is the LCM of 516 and 508 mod 1000?,532
bitwise_or,669,211,What is 669 OR 211?,735
modulo,763,367,What is 763 mod 367?,29
bitwise_or,683,674,What is 683 OR 674?,683
bitwise_and,571,781,What is 571 AND 781?,521
bitwise_or,261,936,What is 261 OR 936?,941
bitwise_and,547,150,What is 547 AND 150?,2
gcd,167,108,What is the GCD of 167 and 108?,1
division,40,15,What is 40 // 15?,2
square_mod,313,179,What is 313^2 mod 179?,56
bitwise_xor,495,705,What is 495 XOR 705?,814
square_mod,662,38,What is 662^2 mod 38?,28
division,839,719,What is 839 // 719?,1
bitwise_and,199,435,What is 199 AND 435?,131
lcm,743,330,What is the LCM of 743 and 330 mod 1000?,190
modulo,623,433,What is 623 mod 433?,190
modulo,803,272,What is 803 mod 272?,259
modulo,815,421,What is 815 mod 421?,394
division,382,166,What is 382 // 166?,2
bitwise_and,81,357,What is 81 AND 357?,65
square_mod,987,933,What is 987^2 mod 933?,117
multiplication,373,51,What is 373 times 51 mod 1000?,23
modulo,973,127,What is 973 mod 127?,84
addition,71,821,What is 71 plus 821?,892
square_mod,915,273,What is 915^2 mod 273?,207
bitwise_or,682,604,What is 682 OR 604?,766
bitwise_and,861,955,What is 861 AND 955?,793
division,946,42,What is 946 // 42?,22
division,801,504,What is 801 // 504?,1
gcd,274,3,What is the GCD of 274 and 3?,1
addition,55,471,What is 55 plus 471?,526
gcd,38,996,What is the GCD of 38 and 996?,2
bitwise_xor,897,398,What is 897 XOR 398?,527
addition,246,261,What is 246 plus 261?,507
bitwise_or,76,508,What is 76 OR 508?,508
